Rank,ARN,Name,Date,Time,ZoneAbbrev,ZoneTime,Place,Country,Latitude,Longitude,Sun,Moon,Mercury,Venus,Mars,Jupiter,Saturn,Uranus,Neptune,Pluto,Ascendant,Midheaven,EminenceScore
4797,1015,Henri Daniel Rathgeber,11 Jun 1908,1:00,LMT,-2:22,Paris Arrondissement,France,48N53,002E20,79.5934236456875,212.804870311655,103.303336014175,111.596431298059,102.537162999588,130.645388726994,8.7599360533241,285.94306384944,103.641106386933,84.1752130056572,305.129682153493,242.770867396442,50.25
4798,1264,Josephine McKim,4 Jan 1910,1:00,...,+5:00,Oil City (Venango Co,United States,41N26,079W42,283.019301214459,200.482580617384,300.512241622162,324.849695527546,19.5761689254207,193.541346929758,16.5904177280028,290.68176658242,108.085810078478,85.5442662843177,198.308507595726,111.531683037108,50.25
4799,1291,Ted Horn,27 Feb 1910,14:00,...,+6:00,Cincinnati,United States,39N10,084W27,338.361554010217,199.507063133397,312.917876611191,315.686518186692,51.1720497908696,193.244237259839,20.4526120761607,293.710138532256,106.764027523023,84.8645420418796,118.022353349548,13.3920991774725,50.25
4800,1362,Faith Bacon,19 Jul 1910,9:00,...,+8:00,Los Angeles,United States,34N03,118W15,116.114283303858,265.008106324801,116.152972524305,83.3683555878213,139.096345825262,187.806803507975,35.7652809667142,293.123899261289,109.33010693672,87.0994813643587,165.992881679264,74.6669546584923,50.25
4801,1659,Arne Durban,16 Jun 1912,4:00,...,-1:00,Oslo,Norway,59N55,010E45,84.5798013755139,96.6356858967578,82.8691268582825,79.0956072648283,131.157405081064,248.701392819995,57.6138884995145,302.876418265033,112.417929834448,88.3967887919212,97.0509111837527,317.316680700196,50.25
4802,1731,Mario Zatelli,21 Dec 1912,13:00,...,+0:00,SÃ©tif,Algeria,36N09,005E26,269.331916480534,54.3491147099936,248.919004188243,310.321233117052,255.273831791068,267.199487641275,58.4658267542431,301.61029646946,115.297256510281,89.0358821448505,31.1414051887364,288.616439646079,50.25
4803,1859,Lorenzo Hoopes,5 Nov 1913,22:00,...,+7:00,Brigham City,United States,41N31,112W01,223.189101363733,318.020564472491,246.116654123202,199.774126391134,111.8959353644,283.687585206566,77.0138485907105,303.841355147631,118.232181572746,90.9185513720007,115.691918734707,8.48271500260997,50.25
4804,2265,Richard Overton Hunziker,6 Jul 1916,6:00,...,+8:00,Los Angeles,United States,34N03,118W15,104.130329425102,171.601552931902,83.7440289791285,99.7985253579428,170.320549420469,31.6148285021965,109.297177361904,319.012713738718,121.689135074171,93.1038515307641,118.462965169151,17.3165879944791,50.25
4805,2375,Fredrik Mellbye,15 Feb 1917,11:00,...,-1:00,Oslo,Norway,59N55,010E45,326.170577304792,240.348999108658,300.311773011663,308.638296848532,329.092272062521,30.4404911427024,114.965310987729,320.068961572401,122.892094803125,92.49574252976,84.1962387827106,303.28033638681,50.25
4806,2640,Eleanor Keaton,29 Jul 1918,7:00,...,+7:00,Hollywood,United States,34N06,118W20,125.618124226514,22.8272959705336,151.930789124243,95.735166550512,198.814403439456,93.5410688167742,136.414255073189,326.549756299074,126.784174128221,95.792341074894,136.691094698462,40.4910173281862,50.25
4807,3463,Dorothea Church,26 Jul 1922,10:00,...,+6:00,Texarkana,United States,33N26,094W03,122.853986719212,152.244465083469,110.133559103993,163.318872114535,251.733052994537,192.490916346403,183.068909179829,343.052863117943,135.204306296959,100.169298493621,179.585314828025,89.5510298619737,50.25
4808,3549,Eddie Locke,13 Jan 1923,7:00,...,+6:00,Gatesville,United States,31N26,097W45,292.335839463412,247.762963793948,311.263677396838,247.746718044877,354.232408428866,225.119410440082,199.875538303083,340.90104518322,137.451177392419,99.9121997820001,283.208435599777,211.384008675639,50.25
4809,3671,Jacques Famery,30 Jul 1923,5:00,...,-1:00,Vernon,France,49N05,001E29,125.969536270468,332.988818673222,134.464104332099,114.436057203874,129.042500537173,219.831195975946,194.861564596091,347.032591595523,137.448489463008,101.376299021265,120.838349925916,8.98648429041874,50.25
4810,4262,Edith MacArthur,8 Mar 1926,11:00,...,+0:00,Ardrossan,United Kingdom,55N39,004W49,347.126164049894,269.360497733276,3.78225749567474,311.636691130801,289.415078972643,314.240448342352,236.072907085294,354.947164176794,142.773758387628,102.654684619604,94.4130799874398,323.242273752758,50.25
4811,4348,Carlton Carpenter,10 Jul 1926,3:00,...,+4:00,Bennington,United States,42N53,073W12,107.261617911975,110.972171649052,133.627666612637,73.4031410907838,16.7795855551218,326.267622445292,229.57443547666,359.431112730183,143.150471207835,104.337601975828,73.1623025497913,316.79663176744,50.25
4812,4574,Duane Tatro,18 May 1927,7:00,...,+8:00,Los Angeles,United States,34N03,118W15,56.667802181441,257.717755827048,54.8020985914089,97.1850882735061,108.649751147971,357.040153482433,244.96796312133,2.36683259270872,144.234337052228,104.27138818008,89.1692380292422,340.553081793907,50.25
4813,4579,Douglass Parker,27 May 1927,18:00,...,+6:00,La Porte,United States,41N37,086W43,65.6786117917607,26.4218575581953,75.1324904657065,107.763611442984,114.274256653662,358.604782945675,244.273168675772,2.70059009077412,144.32223693275,104.455263141442,232.92354452134,156.046454043408,50.25
4814,5178,Richard Coons,13 Dec 1929,1:00,...,+8:00,Los Angeles,United States,34N03,118W15,260.888855937005,38.7098021321251,269.62752768646,247.640313538836,258.042300163427,70.0542672645013,271.515387232885,7.45950689807726,153.571871060517,109.09424138884,187.005731957954,97.6358930120378,50.25
4815,5558,Antoine Bonifaci,4 Sep 1931,1:00,...,-1:00,Bezons,France,48N56,002E13,160.50102767467,55.5379092908833,162.450278822732,159.366459674323,201.14226033963,130.59896720806,286.904946487944,18.7651021009606,155.711725903061,111.669314754042,102.272492979066,343.039598722893,50.25
4816,6772,Sante Gaiardoni,29 Jun 1939,14:00,...,-1:00,Villafranca di Veron,Italy,45N21,010E50,96.8871584107014,252.356637765153,118.858524822134,78.3552116022729,304.421842462778,7.33320127509023,29.5442156725545,50.5525879714169,170.74783450607,120.37654827103,204.577058422328,120.345793302166,50.25
4817,560,Ventura Alonzo,30 Dec 1904,23:00,LMT,+6:30,Matamoros (Tamaulipa,Mexico,25N53,097W30,279.138996259315,209.590809654669,280.154922216896,321.32736760317,202.980079367713,20.649279240434,318.472046690389,270.642421870143,96.7148811590475,80.3600261968453,174.792863596374,84.6909948949028,50.0
4818,2211,Evelyn Finley,11 Mar 1916,7:00,...,+7:00,Douglas,United States,31N21,109W33,350.680290512149,78.6221473255491,325.300285800209,31.9447029838806,130.961222419307,6.46831259987211,99.5439657505689,317.61587993627,120.111423940316,91.2385241959739,359.024388558625,269.395856493205,50.0
4819,3408,Alfonso Montemayor,28 Apr 1922,3:00,...,+7:00,Tampico,Mexico,22N13,097W51,37.3258643024266,51.3083540833428,41.6330860420646,56.7672480474208,264.701348527014,191.131585663138,181.873183726712,342.565718473316,133.17762591301,98.1954138373991,357.008931162871,267.927941296804,50.0
4820,3789,Eloise Jelinek,10 Feb 1924,17:00,...,+6:00,Dallas,United States,32N47,096W48,320.959516894581,30.4252031858989,296.022666960488,357.325819907998,254.206042731339,255.515989214095,212.336720691747,346.026498846299,138.953920493011,100.581360012157,127.846297919484,30.0464927067123,50.0
4821,4252,Egisto Pandolfini,17 Feb 1926,8:00,...,-1:00,Lastra a Signa,Italy,43N46,011E06,327.874145931172,30.4942118920226,328.894383382837,312.753520239026,275.75896656435,309.927510977859,235.833887001893,353.891123107248,143.288403503679,102.861879769924,346.3138726619,263.208689151271,50.0
4822,4358,Dan Edwards,18 Jul 1926,9:00,...,+6:00,Osage,United States,31N31,097W34,115.211713663945,210.972426211079,139.766591571858,83.2696945406789,21.9683007473713,325.561625608998,229.440797506835,359.369360192254,143.419988856206,104.55018466522,156.926770709184,65.039792166903,50.0
4823,5094,Lois Geary,25 Jul 1929,6:00,...,+5:00,Fort Wayne,United States,41N08,085W08,121.993818698531,343.081505554018,115.416683703128,78.1734918577859,162.780953072097,68.9728868910456,264.81481022097,11.3550258636891,150.027747581786,108.293748279196,127.124476482016,24.3378962442386,50.0
4824,5214,R. F. Lucchetti,29 Jan 1930,4:00,...,+3:00,Santa Rita do Passa,Brazil,21S42,047W28,308.662459718222,303.17338504398,293.626930299221,306.629571957459,293.459654128803,66.3577752024549,276.92186138317,8.23151432500726,152.837240405512,108.131031025842,283.755801869676,185.818208184127,50.0
4825,5489,Jerry Norton,17 May 1931,9:00,...,+6:00,Gilmer (Upshur Count,United States,32N44,094W57,55.7374058955673,55.5104859300383,34.1987106349286,25.8074246586758,137.897092341193,107.536454347917,293.119333786068,17.5712998773006,152.995542913552,109.093145094918,108.112210033869,4.79107375648871,50.0
4826,5676,Dick Farley,13 Apr 1932,23:00,...,+6:00,Winslow,United States,38N23,087W13,24.0368650168225,114.90767980228,17.5443283519168,69.5505438678133,8.46624302561555,132.652655118052,304.007975905155,19.6082700108621,155.469863559097,109.981649680625,260.953224104666,190.814740771601,50.0
4827,5777,Gus Franklin Mutscher,19 Nov 1932,16:00,...,+6:00,Brenham,United States,30N10,096W24,237.382897445235,130.639614917447,258.977728583259,201.350364120201,152.873000122118,169.681087232908,299.987134520125,20.0626177567741,160.040851278478,113.315792487373,31.5857700815428,290.630542821719,50.0
4828,5846,Florence Buhr,7 Apr 1933,17:00,...,+6:00,Deer Creek,United States,43N30,093W08,17.669128560948,163.155489178843,354.804158136061,14.1157234967963,150.967300975704,164.859502934919,314.479940066794,23.0186671519484,157.830421290734,111.237293011741,178.165774194401,87.8205371175116,50.0
4829,6091,Bob Turner,10 Aug 1934,19:00,...,+6:00,Coleman,United States,31N50,099W26,137.675969625401,145.049925953751,122.508841146276,111.977110168061,107.38073418199,198.360411489191,325.375388523017,31.4513725065162,161.204948800639,114.947701200119,310.567085630248,236.677379724067,50.0
4830,50,Hélène Darly,4 May 1900,21:00,LMT,-2:22,Paris Arrondissement,France,48N51,002E22,43.8185882819359,113.596344177769,20.100505368753,89.1894550176568,20.4797674967756,248.752372580812,274.701349475921,251.567264826611,85.168958342066,75.4332100198525,219.160257775349,141.673535250081,49.75
4831,103,Juvencio Valle,6 Nov 1900,10:00,LMT,+9:15,Nueva Imperial,Chile,38S44,072W57,223.937009189156,41.7655872676375,245.597343967283,183.424433675427,142.408712235021,253.620938655727,271.653770160806,251.014037111506,88.9300173010023,77.2761511339676,352.998725212667,262.045276335173,49.75
4832,136,Erich Fiedler,15 Mar 1901,6:00,...,-1:00,Berlin,Germany,52N29,013E21,353.934040249291,283.377272873871,339.90378781683,341.931776243688,145.651661872487,279.833348645994,284.986278850415,256.877497862106,86.4569767129516,75.7228840899438,336.765207536787,261.228558064021,49.75
4833,172,Walter Fyrst,6 Jul 1901,7:00,...,-1:00,Oslo,Norway,59N55,010E45,103.446135598633,336.042083028873,114.602871355811,121.254981678837,175.76700520174,277.46362708647,283.064864989341,253.749414816271,89.5139668143654,77.7937535940191,139.414325902425,26.1755407883175,49.75
4834,458,Ramiro Prialé,6 Jan 1904,12:00,LMT,+5:01,Huancayo,Peru,12S04,075W14,284.974510329231,153.458714902597,302.777808940021,241.817905955351,319.820274749627,348.679971361504,308.639933318349,266.93668132238,94.2590752803214,79.2273504041903,14.7960142837818,283.6923184922,49.75
4835,661,Herbert M. Hamblen,12 Dec 1905,9:00,...,+8:00,Spokane,United States,47N40,117W26,260.030912180188,88.3276331233316,267.510724208967,244.786049090181,318.624375661796,59.0306562025344,327.708529774536,273.532474481559,99.5303685138525,81.7593872493545,279.51727441356,220.712736065433,49.75
4836,912,Flower Hujer,30 Sep 1907,7:00,...,+8:00,Los Angeles,United States,34N03,118W15,186.289667786368,108.636796792572,203.251769975131,190.446303228263,292.832976120171,128.131347600236,353.078004418687,278.789794735038,104.786734714123,84.802680333969,200.976981279832,113.123472226415,49.75
4837,1009,Mary McAllister,27 May 1908,11:00,...,+8:00,Los Angeles,United States,34N03,118W15,66.0439739505516,37.5746747571837,86.3604016138471,106.457666626962,93.3799245548281,128.354066601647,7.69413838184055,286.384875598839,103.176610488964,83.8460235714553,147.906481943552,54.0565789079289,49.75
4838,1028,Frank Schwable,18 Jul 1908,9:00,...,+5:00,Norfolk,United States,36N51,076W17,115.495934453535,0.577163075858771,98.4681264936946,97.0076585159713,126.64792060136,137.943826989648,10.1697770348546,284.478920574609,105.015478847852,85.0373881411857,163.327072332132,71.2504692902229,49.75
4839,1060,Roger Beaufrand,25 Sep 1908,2:00,LMT,-2:22,Colombes,France,48N55,002E15,181.497564307885,174.399578426645,205.2273904088,135.788158740792,170.215576255641,152.615004399062,7.15499858107528,282.937300664901,106.930746924157,85.8479919903621,114.647512691917,0.161441870699196,49.75
4840,1651,Dave O'Brien,31 May 1912,14:00,...,+6:00,Big Spring,United States,32N15,101W29,69.9568850063887,259.685235162856,51.8931335075571,60.3415862018212,122.056966609154,250.606833908025,55.720699143793,303.237315007203,111.936254838001,88.0360156810247,177.827395733411,87.6706817265018,49.75
4841,1661,Raymonde Allain,22 Jun 1912,23:00,...,+0:00,Paris,France,48N52,002E20,91.1016418690707,194.787346615669,97.7265872089311,87.4830699023541,135.268485421761,247.925265011315,58.4209291101621,302.669754596276,112.652323252166,88.5610366553977,334.962354072354,259.044614324112,49.75
4842,3214,Dorothy Mengering,18 Jul 1921,15:00,...,+6:00,Linton,United States,39N02,087W10,115.645706187297,283.20377890365,101.154008239549,70.8543400272044,109.866576191368,166.049494646631,170.752091834078,339.18477251253,132.802489979524,98.8686113378398,239.053465136609,162.592201541031,49.75
4843,3586,Lori March,6 Mar 1923,5:00,...,+8:00,Los Angeles,United States,34N03,118W15,344.941337005903,212.292722959524,320.526546336963,300.347353148174,31.7808043048232,228.938301065168,199.035028115668,343.625078718494,136.055440014926,99.1448960513761,316.411851770446,242.078601501771,49.75
4844,4910,Pat O'Connor,9 Oct 1928,8:00,...,+6:00,Campbell Township,United States,39N02,085W30,196.022865148395,148.237924933934,219.039508197662,222.643364478518,92.5093003392383,37.8742855448617,254.722042203798,4.97712186397581,150.559516146399,108.366015088298,221.953335137955,140.030823435079,49.75
4845,5494,Gaetano Azzolina,29 May 1931,9:00,...,-1:00,Riesi,Italy,37N17,014E05,66.9917196280088,217.075544905707,42.3333116959918,39.9058197009067,143.627011561901,109.686042968812,292.75345677664,18.0968312248368,153.049870006064,109.31322670348,123.253469842545,21.6085409894749,49.75
4846,6023,Sissy Thurman,29 Mar 1934,18:00,...,+6:00,Galveston,United States,29N18,094W48,8.60386022880774,175.8880062807,341.101108866553,323.649153870372,12.062980976878,199.560506132864,324.41666798657,26.2972293151855,160.281152949345,112.537840594327,181.656306865898,91.7335033215569,49.75
4847,6547,Pierre Alard,17 Sep 1937,18:00,...,-1:00,Bordeaux,France,44N50,000W34,174.371703920244,319.322373486191,168.051019019793,141.011243070076,261.776975849256,287.503534152667,2.28493321026916,43.3494937044622,168.915546180318,119.720819072336,324.79453100823,252.129287273685,49.75
4848,216,Jean Loubignac,23 Nov 1901,23:00,LMT,-2:22,Neuilly sur Seine,France,48N53,002E16,240.882303281715,29.8580441119158,221.563698237213,287.741186276195,269.744008498285,283.010903177962,283.518544334716,256.142777004137,90.8537444336421,78.0007783216832,124.851658195192,15.0753076802626,49.5
4849,987,Warren Ingersoll,22 Mar 1908,15:00,...,+5:00,Lower Gwynedd,United States,40N11,075W14,1.79959802519212,237.918273626499,334.510410957811,44.3854433946895,49.6542787812188,123.658516217894,0.402488950907033,286.537843476173,102.074867383834,82.8113608025331,144.073739734326,47.1529256684924,49.5
4850,1105,Purv Pullen,2 Feb 1909,2:00,...,+5:00,Philadelphia,United States,39N57,075W10,312.82281949248,98.5670941382007,328.583615395517,291.597641535668,255.402637831864,162.763037359118,6.17781942863264,288.472932703724,104.999528352984,84.0197949776657,236.769968015646,160.141903904853,49.5
4851,1411,Augustin Jordan,10 Dec 1910,17:00,LMT,-2:22,Paris,France,48N52,002E20,257.682359217665,357.87096982737,272.787069023998,261.092688012231,233.143313731454,215.831263118287,30.1600699194725,293.212516582596,111.017492041661,87.100856973824,56.2747204677039,298.175286997751,49.5
4852,1942,Jan Roëde,13 Jun 1914,17:00,LMT,-0:20,Groningen,Netherlands,53N12,006E33,81.7957241677898,330.480780819859,105.769530485234,112.240549959563,142.823768623589,322.286364479535,81.7034444565082,311.317392725136,116.614612601398,90.4139843789336,226.427886970212,155.906003303258,49.5
4853,2171,Mary Fink,1 Jan 1916,18:00,...,+6:00,Indianapolis,United States,39N46,086W09,280.263912746548,235.235423817658,290.164789749121,307.644143170407,149.815860122806,352.344780693749,103.252716514968,313.738018307555,121.848724933041,92.1229621766014,119.810382461195,15.3734002105302,49.5
4854,2251,Chuck Bodak,3 Jun 1916,6:00,...,+6:00,Gary,United States,41N36,087W21,72.5497528861999,101.948926047951,76.3999068477317,108.296167267851,152.75122151673,25.8641536679193,105.174922647108,319.665713287468,120.634842188362,92.3060152789858,96.1879643800535,342.915516957689,49.5
4855,2696,Dale Morey,1 Dec 1918,0:00,...,+6:00,Washington,United States,38N40,087W10,248.241689038548,221.787860425359,269.599196382554,250.005204669932,285.126769322229,104.577427003841,148.180498859927,324.111813404301,129.228806868133,96.1259522587288,165.547083137419,73.5089615162956,49.5
4856,4791,Herb Adams,14 Apr 1928,16:00,...,+8:00,Los Angeles,United States,34N03,118W15,24.775344695288,314.586912816861,6.53865454223616,4.21791798464035,335.669690537874,18.5721523422673,258.890876977022,4.58755188869894,146.526682525833,105.038888098159,175.496389371707,85.095496493205,49.5
4857,5619,Richard Boucher,1 Jan 1932,4:00,...,+0:00,CrÃ©teil,France,48N48,002E28,279.530345034948,190.953891232515,260.111249274342,307.872987133515,286.877347115165,141.821435492195,293.774530698257,15.4569038395642,157.864419084352,111.311940918723,232.242774347748,160.578086018172,49.5
4858,6773,Willy Vanden Berghen,3 Jul 1939,5:00,...,-1:00,Vilvoorde,Belgium,50N56,004E26,100.341821619998,297.036622591318,124.271175832484,82.7671480401002,304.038941338055,7.6534828662373,29.7986199085983,50.7082733628501,170.804081568667,120.471703787803,104.438087390802,343.412637692375,49.5
4859,5428,Dorian Gray,2 Feb 1931,9:00,...,-1:00,Bolzano,Italy,46N31,011E22,312.521263482779,122.872690581871,288.034607928845,265.704652697169,124.713913168537,102.188225451852,287.469749203212,12.2153841062692,154.997988217815,109.334702070542,345.90228947923,263.498436969871,49.33
4860,5993,Robert Meeks,3 Feb 1934,14:00,...,+6:00,Fort Wayne,United States,41N08,085W08,314.321689344727,181.060536119292,324.928568817303,316.527918182471,329.729335331071,203.17708824378,318.278464834018,23.9221153360119,161.718204252116,113.222899754001,99.2501529351548,347.135809573887,49.33
4861,631,Martin Mehren,8 Aug 1905,1:00,...,-1:00,Oslo,Norway,59N55,010E45,134.762365458134,225.711649452188,161.191828984604,91.8189304365204,232.778080963953,62.8473694553022,330.660262241356,270.673647058188,99.249255810567,82.3670942742848,102.284894252062,324.27539583809,49.25
4862,1760,Mary C. Thompson,4 Mar 1913,2:00,...,+5:00,Oil City (Venango Co,United States,41N26,079W42,343.115796481013,302.800859474117,358.955353056713,28.0913687782637,309.946306688399,282.264971977202,58.264778237879,305.680917129949,113.468422447927,88.0197612462474,256.214162385086,187.33501477188,49.25
4863,2187,Erik Heiberg,24 Jan 1916,6:00,...,-1:00,Oslo,Norway,59N55,010E45,302.886140651578,166.433869472244,320.83428770292,335.090454248195,146.236692629301,356.103181734318,101.474853667678,314.948183399007,121.238876923027,91.7081242158279,253.777430386574,210.039609550043,49.25
4864,2386,Georg Kristiansen,4 Mar 1917,20:00,...,-1:00,Oslo,Norway,59N55,010E45,343.648274334361,118.728283087628,323.911261816766,330.303549892004,342.809888082573,33.5508141950361,114.067524474042,321.050701012952,122.495565141949,92.3593183035658,184.803850974683,97.0786373573361,49.25
4865,2466,Ed Walker,28 Aug 1917,6:00,...,+8:00,San Juan Bautista,United States,36N51,121W32,154.669746846053,279.794879410177,181.162611421206,187.310889738997,110.609067961707,69.7712532021102,128.197472950015,321.211787217042,125.732492958687,95.2493924341668,159.227617996214,66.5363139628357,49.25
4866,2977,Lonnie R. Moore,12 Jun 1920,3:00,...,+6:00,Graham (Young County,United States,33N06,098W35,81.0609066460183,23.2160830034945,99.6923423768723,75.1725602010975,202.066533918326,134.625353644197,155.938673115157,335.672791354684,129.505192789597,96.865489881575,38.8646437935859,294.862645644253,49.25
4867,5052,Lode Wouters,27 May 1929,9:00,...,-1:00,Ham,Belgium,51N06,005E08,65.5300523709677,286.977954714799,82.4027130816436,25.8941194474918,127.868141820472,56.2481346140114,268.823986839235,10.3709965107494,148.671804964038,106.837364175556,123.185237836752,10.3665207536411,49.25
4868,5092,Billy Maxwell,23 Jul 1929,12:00,...,+6:00,Abilene,United States,32N27,099W44,120.362500751802,322.008031407193,111.849711559272,76.3332627547701,161.730002244128,68.6578426891847,264.903287840789,11.3650986567602,149.970974441344,108.250046068312,198.114868085584,109.63715947771,49.25
4869,5223,Cesarino Cervellati,15 Feb 1930,6:00,...,-1:00,Baricella,Italy,44N39,011E32,325.797321380642,171.622768236718,299.574165923033,327.850856944668,306.547897806887,66.7214280260497,278.611898095686,8.91156259079855,152.387702355953,107.823820918969,296.961641909042,233.405123999927,49.25
4870,6400,Jim Brock,24 Jul 1936,11:00,...,+7:00,Phoenix,United States,33N27,112W04,121.619961275081,192.223258707435,122.318246360024,128.628852231941,109.157356816,255.07722407058,352.169099417838,39.4045974591428,164.913572617273,117.092342982365,188.641696029075,99.3782198645787,49.25
4871,328,Harald Lie,21 Nov 1902,13:00,...,-1:00,Oslo,Norway,59N55,010E45,238.248715114922,137.700304387106,226.514369995053,236.380159285706,165.876874065178,311.010104838272,293.660932905934,260.110332296974,93.1948012026405,79.0673000442074,297.659338967054,251.814947686259,49.0
4872,461,Jean de Beaumont,13 Jan 1904,22:00,LMT,-2:22,Paris Arrondissement,France,48N52,002E19,292.219223777697,249.217396221019,300.345071578395,250.192555931018,325.408339830859,349.917248068341,309.454619425014,267.344966640523,94.0651934399082,79.1090281654932,150.022704854915,51.1128321138308,49.0
4873,833,Hans Eng,22 Mar 1907,19:00,...,-1:00,Oslo,Norway,59N55,010E45,0.969579131967379,98.5658483752445,352.62181675794,318.050747199322,265.040907071723,91.9878413112314,349.304038356247,282.42141459335,99.8406792679132,81.7816438641561,186.130955072796,99.0406789451452,49.0
4874,859,Maybelle Reichardt,27 May 1907,14:00,...,+8:00,Los Angeles,United States,34N03,118W15,65.4386229770416,249.962162128036,69.8099618495346,36.3366846098751,288.469459473462,101.905094163346,355.954093773325,282.083690327259,100.994650106908,82.8212652350663,185.104180115862,95.5594241886056,49.0
4875,863,Fenton Jones,2 Jun 1907,18:00,...,+8:00,Los Angeles,United States,34N03,118W15,71.3484068778481,339.604054455325,82.882374947958,43.7530304520782,288.868308408247,103.162887837632,356.343369560388,281.891320625192,101.193729816067,82.9628765609161,239.960693446811,160.641247294522,49.0
4876,1415,Francisque Collomb,19 Dec 1910,10:00,LMT,-2:22,St.Rambert en Bugey,France,45N57,005E26,266.539651086007,125.882807559748,285.355272247284,272.043755843123,239.170559291278,217.417226967109,29.872601440582,293.669491289468,110.809403174861,86.9293601719989,270.294055748786,209.008539551231,49.0
4877,2053,Nick Strincevich,1 Mar 1915,6:00,...,+6:00,Gary,United States,41N36,087W21,339.831710159491,156.306092433491,324.809781158785,294.352916694197,323.679951383029,336.111832145455,85.3773853010667,313.222283273705,118.045397546118,90.1869056498486,327.428271910363,252.334859981949,49.0
4878,2236,Geneviève Callerot,6 May 1916,8:00,...,+0:00,Paris Arrondissement,France,48N49,002E19,45.4506145959051,91.5411618704486,65.6010298425711,90.4110973937403,140.350955558239,19.7741334540534,102.234450285962,319.562942783661,120.050679887698,91.721129081496,103.62551183028,344.9660339852,49.0
4879,2438,Judson Crews,30 Jun 1917,9:00,...,+6:00,Waco,United States,31N33,097W09,98.2161498243157,222.59246521338,84.4062332352527,115.704933115272,71.1253489025352,60.1324069783295,120.733168428748,323.310654144823,123.611691014728,94.0291537294292,142.4271066985,48.4122966508884,49.0
4880,2464,Jayne Walton Rosen,28 Aug 1917,10:00,...,+6:00,San Antonio,United States,29N25,098W30,154.750259432605,280.97876941287,181.217618219896,187.411110820828,110.662363390587,69.779720376941,128.207496103162,321.208590367815,125.735271202997,95.2505610580826,204.233888218071,115.807976115044,49.0
4881,2850,Romay Davis,29 Oct 1919,23:00,...,+5:00,Potomac (King George,United States,38N19,077W08,215.684019234649,284.158371636518,235.057931299907,171.791480556936,162.014348431233,136.101804483793,159.132786482826,327.80927706767,131.475196049982,97.6962003595471,123.995267875413,21.946190727344,49.0
4882,2874,Ken Trinkle,15 Dec 1919,18:00,...,+6:00,Stanford,United States,39N05,086W40,262.978862173959,192.947618555429,242.642550624815,217.630033699523,188.372865601829,137.958508892361,161.630591821244,328.381064401201,131.279604417034,97.0022767298548,105.335321800251,356.637816995229,49.0
4883,3005,Eddie Kazak,18 Jul 1920,18:00,...,+5:00,Steubenville,United States,40N22,080W38,115.958804167101,158.796147676731,129.161066003111,120.132192238323,213.457382303339,141.565532110725,158.98541693927,335.102679167052,130.681173922962,97.7644267010068,269.240465336167,202.500050439788,49.0
4884,3670,Mary Jane Odell,28 Jul 1923,6:00,...,+6:00,Algona,United States,43N04,094W14,124.376869402952,311.328653733172,131.160404682505,112.391068328111,127.976445680758,219.724409537504,194.751710908187,347.076624368545,137.387909534845,101.337271537969,134.491847204947,33.1144160620436,49.0
4885,3702,Emil Sitko,7 Sep 1923,14:00,...,+6:00,Fort Wayne,United States,41N08,085W08,164.151958958926,124.516969908096,190.555184936714,163.440492637387,154.321811031621,224.366392153189,198.409022307298,345.630400340537,138.890553562319,102.131704284217,268.607566534574,202.424008395133,49.0
4886,4395,Tom Keane,7 Sep 1926,16:00,...,+5:00,Bellaire,United States,40N01,080W45,164.463102755346,171.38479982286,153.74801150413,145.296754477637,46.3350919605912,319.390214181878,231.034866244737,357.985429634371,145.270717908129,105.638456102647,288.916006439541,222.881268927918,49.0
4887,5415,Dick Tomanek,6 Jan 1931,16:00,...,+5:00,Avon Lake,United States,41N30,082W02,285.597510708137,137.615070271529,283.854041776652,242.100782438676,134.290055388812,105.44879104318,284.403140183921,11.5588097033724,155.552243669927,109.887537022221,90.9194590525425,336.699433370209,49.0
4888,5628,Raymond Biaussat,21 Jan 1932,9:00,...,+0:00,Vergt,France,45N02,000E43,300.122393286163,92.5386532472678,278.597023555218,332.823133966974,302.624492150797,139.857392768729,296.164147754504,15.7453979644474,157.532986285014,110.879391716184,332.47517372514,256.415007403554,49.0
4889,757,Wilson Myers,2 Oct 1906,8:00,...,+5:00,Philadelphia,United States,39N57,075W10,188.416630694214,8.51103113010956,194.677636010497,234.215038432089,162.639415564575,99.8538968828786,339.67650186528,274.643678525466,102.593891310691,83.759562344899,211.950225198087,127.757261532264,48.75
4890,770,Ruth Hellberg,2 Nov 1906,9:00,...,-1:00,Berlin,Germany,52N29,013E21,218.992855917227,51.5594868723314,240.664510488819,253.729670693733,181.969153428346,101.049796229799,338.396692088352,275.498654012321,102.573955384918,83.5056207925427,238.327154802048,173.505701661763,48.75
4891,1082,Louis Versyp,5 Dec 1908,1:00,...,+0:00,Bruges,Belgium,51N13,003E14,252.51584382884,36.5958903614606,242.007149592192,218.063415481858,216.177439014553,163.493702542428,3.37250598319505,285.062275529923,106.574471420842,85.0628648374886,181.181110276293,91.5307745388342,48.75
4892,1277,Mae Giraci,22 Jan 1910,4:00,...,+8:00,Los Angeles,United States,34N03,118W15,301.61129241397,84.2603240154923,309.967820656276,330.929918446603,29.6694098911991,194.465965618177,17.3935201068612,291.760810794361,107.573897768835,85.2290957264226,257.274681146437,182.952818892021,48.75
