"ARN","Name","EminenceScore"
"7462","Daniel Giraud","58.50"
"8734","José Casanova","58.50"
"3903","Fess Parker","58.25"
"8447","Wade Wilson","58.25"
"3877","Rolf von Sydow","58.25"
"4194","Dave Broadfoot","58.25"
"5313","Reid Buckley","58.25"
"5362","Russell H. Dilday","58.25"
"5834","Jim Dickey","58.25"
"6762","Francis Mer","58.25"
"6791","Harald Jr. Heide-Steen","58.25"
"8054","Dominique Laffin","58.25"
"8456","Freddy Ternero","58.25"
"6500","Bumper Tormohlen","58.25"
"6072","Clark R. Rasmussen","58.25"
"6102","Tom Flanigan","58.25"
"7042","Sverre Bentzen","58.25"
"7645","Carmen Longo","58.25"
"7875","Jim Bertelsen","58.25"
"8012","Adilson","58.25"
"8542","Bruno Hovden","58.25"
"8665","Phil Lombardi","58.25"
"8913","Bradford Wagner","58.25"
"3897","Frank Martínez","58.25"
"4332","Anne St. Marie","58.25"
"4590","Hal Fryar","58.25"
"5033","Julian Spence","58.25"
"6204","Leif Terje Løddesøl","58.25"
"1574","Virginia Lee Corbin","58.25"
"1835","Albert Patton Clark","58.25"
"1989","Charles Brisset","58.25"
"3042","Ed Hanyzewski","58.25"
"3280","Matt Batts","58.25"
"3320","Harry Spear","58.25"
"3372","Milt Schoon","58.25"
"3547","Paul Weeden","58.25"
"3622","Eugene Lecrosnier","58.25"
"3694","Per Stranger-Thorsen","58.25"
"2382","Antonia Jiménez Trava","58.25"
"2556","Karsten Konow","58.25"
"2637","Aksel Henry Hansson","58.25"
"3199","Frank Weylert","58.25"
"2100","Johnny Humphries","58.25"
"2374","Andrea Baroni","58.25"
"875","Odd Bull","58.25"
"1374","Alpha L. Bowser","58.25"
"350","Fernand Oubradous","58.25"
"205","Nic Schiøll","58.25"
"99","C. C. van Asch van Wijck","58.25"
"285","Germaine Berton","58.25"
"503","François Marty","58.25"
"797","George Bird Evans","58.25"
"1296","Sargent Kahanamoku","58.25"
"1691","Robert Frank Borkenstein","58.25"
"1893","Wayne Morris","58.25"
"2142","Clifford M. Hardin","58.25"
"2513","Marcel Albert","58.25"
"2559","Fay McKenzie","58.25"
"3187","Jean Robic","58.25"
"3197","Thomas Morrow Reavley","58.25"
"4286","Maurice Lemaître","58.25"
"5171","George Ancona","58.25"
"6565","Jim Houston","58.25"
"8679","Hernando Guerra-García","58.25"
"4596","Remo Belli","58.00"
"4161","Mary Kay Stearns","58.00"
"5811","Nico Fidenco","58.00"
"6144","Sophie Daumier","58.00"
"6221","Ken Ploen","58.00"
"6256","John Howard Sanden","58.00"
"6408","Don Denkinger","58.00"
"6454","Martin Lauer","58.00"
"8271","Doug Domokos","58.00"
"8283","Minken Fosheim","58.00"
"8574","Brent Briscoe","58.00"
"8895","Tom Urbani","58.00"
"5640","Claiborne Cary","58.00"
"5916","Robert Hale","58.00"
"7032","Dennis Claridge","58.00"
"7078","Terry Teene","58.00"
"7762","Billy Johansson","58.00"
"8975","Tina Marie Harmon","58.00"
"2835","Lee R. Scherer","58.00"
"3643","Maria Hart","58.00"
"3728","Bill Chambers","58.00"
"4367","Bowen Stassforth","58.00"
"4727","Jack Boynton","58.00"
"4772","Bjørn Fjørtoft","58.00"
"3533","Hans Konrad Andersen","58.00"
"3827","Delwin Jones","58.00"
"3947","Lynn M. Hilton","58.00"
"4678","Agnes Houg","58.00"
"2541","Robert Nesen","58.00"
"2812","Ann Ayars","58.00"
"3013","Eddie Bockman","58.00"
"3045","Doris Gifford","58.00"
"3412","Walt Schlinkman","58.00"
"3544","Sam Match","58.00"
"3807","Jack Parkinson","58.00"
"3818","Harrison Jr. Lobdell","58.00"
"1984","Norman Chaney","58.00"
"2291","René Bihel","58.00"
"2372","Guy Cudell","58.00"
"2522","David Street","58.00"
"2590","Fred G. Pollard","58.00"
"2729","Richard Emory","58.00"
"2836","Billy McCann","58.00"
"3303","Alfred Ahner","58.00"
"1889","Bjørn Stray Tingulstad","58.00"
"2245","Bill Carey","58.00"
"519","Olivier Lacombe","58.00"
"1129","Walter H. Tyler","58.00"
"55","Cesare Polacco","58.00"
"67","Marta Abba","58.00"
"1030","William E. Jenner","58.00"
"1354","Pierre Joubert","58.00"
"1402","José Elías Moreno","58.00"
"2104","Dizzy Trout","58.00"
"2121","Keith Barr McCutcheon","58.00"
"2491","Elli Parvo","58.00"
"3693","Edmond Kiraz","58.00"
"3826","Leslie Irvin","58.00"
"4149","Simone Ségouin","58.00"
"4299","Dick Cole","58.00"
"4453","Eberhard von Brauchitsch","58.00"
"4675","Helen Kleberg Groves","58.00"
"5388","Robert Cohen","58.00"
"5334","Tony Trabert","57.75"
"8898","Sean Elliott","57.75"
"3712","Sam Houston Clinton","57.75"
"4450","Bobbie Wygant","57.75"
"4962","Mario Bergamaschi","57.75"
"7897","Jean-Patrice Brosse","57.75"
"8126","Shelley Ackerman","57.75"
"8198","Clark Tippet","57.75"
"6031","Gary Colson","57.75"
"8202","Keith Drumright","57.75"
"8669","Tone Nyhagen","57.75"
"8762","David Andahl","57.75"
"4236","Hank Workman","57.75"
"4647","Brandy Davis","57.75"
"5015","Don Elston","57.75"
"5202","Bill Lienhard","57.75"
"5277","Jens Bugge","57.75"
"5706","Dick Tinkham","57.75"
"7677","Al Brenner","57.75"
"4190","Mary Simpson","57.75"
"2480","Eugene B. Sydnor","57.75"
"3305","Wally Borrevik","57.75"
"3521","Jack Oxenrider","57.75"
"3855","Bob Dawson","57.75"
"1187","Midget Wolgast","57.75"
"2913","Finn Christensen","57.75"
"1547","Bruce Edwards","57.75"
"171","Ermenegildo Florit","57.75"
"488","Ernst Føyn","57.75"
"694","Heinz Rein","57.75"
"897","William D. Shields","57.75"
"939","Stig Egede-Nissen","57.75"
"173","Gustav Knuth","57.75"
"189","Pierre Lépine","57.75"
"920","George Hodel","57.75"
"1059","Ralph Bingham Cloward","57.75"
"1143","Teddy Stauffer","57.75"
"1274","Kenneth Rush","57.75"
"1564","James Alfred Perkins","57.75"
"1639","Mary Anne Trump","57.75"
"1706","Carlos Droguett","57.75"
"1761","Gregorio Walerstein","57.75"
"2062","Dorothy Fay","57.75"
"2097","Cornelius Warmerdam","57.75"
"2834","Arne Semb-Johansson","57.75"
"2872","Frank Horton","57.75"
"2935","Tex Moncrief","57.75"
"3155","Jeanne Brousse","57.75"
"3524","Barbara Brooks Wallace","57.75"
"3526","Jean Porter","57.75"
"3887","Dan Kuykendall","57.75"
"4467","James B. Adams","57.75"
"4813","António Ribeiro","57.75"
"5549","Harold Scheub","57.75"
"3358","Kathryn Grayson","57.50"
"4118","Mike Connors","57.50"
"6511","Sally Kellerman","57.50"
"6328","Harry Lee Hudspeth","57.50"
"6949","Muriel Grossfeld","57.50"
"7763","Diane Linkletter","57.50"
"8436","Eva Dahr","57.50"
"8511","Ricky Tosso","57.50"
"8736","Alfredo Tomasini","57.50"
"7517","Zuzzurro","57.50"
"8865","Tory Epps","57.50"
"4735","Jean Bertho","57.50"
"4820","Hugh Stewart","57.50"
"4904","Ken Konz","57.50"
"4982","Bob Griffin","57.50"
"5229","Ron Negray","57.50"
"5241","Niclas Gulbrandsen","57.50"
"6315","Jack Reno","57.50"
"3798","Jack Lohrke","57.50"
"2505","Hal Gausman","57.50"
"2652","James Mallory","57.50"
"2810","Ross T. Dwyer","57.50"
"3891","Tod Davis","57.50"
"4024","Pete Mount","57.50"
"4472","Don Gauf","57.50"
"2668","Frank Robert","57.50"
"982","Frederick L. Wieseman","57.50"
"2441","Bob Dille","57.50"
"2257","Jad Paul","57.50"
"376","Lotte Ulbricht","57.50"
"779","Carl-Hubert Schwennicke","57.50"
"15","Trygve Klingenberg","57.50"
"17","Jeanne Aubert","57.50"
"21","Erich Maschke","57.50"
"702","Rip Engle","57.50"
"1463","Christine McIntyre","57.50"
"1694","François Ceyrac","57.50"
"1700","Paul Ogorzow","57.50"
"1736","Max Théret","57.50"
"1863","Maurice Grimaud","57.50"
"1985","Brigham D. Madsen","57.50"
"2449","Guy Krohg","57.50"
"3395","Raymond Sheline","57.50"
"3548","Héctor Mayagoitia Domínguez","57.50"
"3703","François Chaumette","57.50"
"5723","Ethevaldo Siqueira","57.50"
"5871","Antonio González Orozco","57.50"
"6076","Silvio Luiz","57.50"
"6416","Charlie Dierkop","57.50"
"6475","Randy Duncan","57.50"
"7460","Jean-Pierre Lux","57.50"
"4285","Charlotte Rae","57.25"
"4938","Elmarie Wendel","57.25"
"5054","Georges Gilson","57.25"
"6637","Charlie Glotzbach","57.25"
"6970","David Nyhan","57.25"
"6987","Karl Kassulke","57.25"
"7516","Fred Carr","57.25"
"8355","Hervé Laurent","57.25"
"8710","Jacques Simonet","57.25"
"9623","Aarthi Agarwal","57.25"
"7779","John Tarver","57.25"
"8180","Terry Joyce","57.25"
"3439","Gerald Leeman","57.25"
"4268","Noel Brown","57.25"
"4503","Herm Wehmeier","57.25"
"5135","Ben Tompkins","57.25"
"5308","Al Pilarcik","57.25"
"5322","Alex Bravo","57.25"
"5436","Per Voigt","57.25"
"6620","James Hedges","57.25"
"3468","H. M. Darmstandler","57.25"
"3750","Damon Tassos","57.25"
"2588","James Copeland","57.25"
"4246","Dick McKissack","57.25"
"4281","Don Strauch","57.25"
"4342","Darrell Hogan","57.25"
"2498","Huelet Benner","57.25"
"2370","Ada Madssen","57.25"
"2495","Bob Patrick","57.25"
"2515","Dick Hogan","57.25"
"1068","Walter Dobschinski","57.25"
"124","Mary Kid","57.25"
"74","Robert Merle d'Aubigné","57.25"
"98","Fritz Feld","57.25"
"146","Henry Winterfeld","57.25"
"344","Alexander Imich","57.25"
"391","Pasquale Saraceno","57.25"
"443","Jacques Dumesnil","57.25"
"527","René Couzinet","57.25"
"848","Jean Orieux","57.25"
"999","William Bakewell","57.25"
"2477","Clarice Taylor","57.25"
"5112","Harry McPherson","57.25"
"6041","Alexandre de Lur Saluces","57.25"
"7206","Edemar Cid Ferreira","57.25"
"5951","Ken Berry","57.00"
"4444","Don Gordon","57.00"
"5320","Roger Hassenforder","57.00"
"5503","Ines Torelli","57.00"
"6312","Marian Mercer","57.00"
"6424","Jim Grelle","57.00"
"7164","Vera Komarkova","57.00"
"8389","Patrick Bissell","57.00"
"8796","Joe Oliver","57.00"
"9364","Dan Snyder","57.00"
"5727","Bubba Cascio","57.00"
"5820","David William Crews","57.00"
"5940","Gilbert Chapron","57.00"
"5988","Alberto Varillas","57.00"
"4433","Larry Crockett","57.00"
"4609","Finn Backer","57.00"
"4943","Bjarne Arentz","57.00"
"5483","Bill Bishop","57.00"
"5539","Royce Womble","57.00"
"5568","Dick Atha","57.00"
"5741","John L. Said","57.00"
"6008","Don Lee","57.00"
"6257","Adam Jr. Benjamin","57.00"
"6882","Bill Faul","57.00"
"2615","John Collias","57.00"
"4658","Hal Faverty","57.00"
"1774","Fran Carlon","57.00"
"3422","Bill Reinhard","57.00"
"1997","Ba Dedekam","57.00"
"2749","Don Malcolm","57.00"
"1002","Robert Foulk","57.00"
"545","Walter Häbich","57.00"
"39","Elías Nandino","57.00"
"619","Paul Frankeur","57.00"
"817","Malcolm Atterbury","57.00"
"2178","Jimmy Quillen","57.00"
"2368","Jacques Pélissier","57.00"
"2628","Johnnie Parsons","57.00"
"3914","Florence Birdwell","57.00"
"4492","Michel Sénéchal","57.00"
"5338","Barbara Lewis King","57.00"
"5709","Alan Cooke Kay","57.00"
"2166","Barbara Billingsley","56.75"
"5008","Richard Dysart","56.75"
"5359","Philip Bosco","56.75"
"8839","John Wetteland","56.75"
"5759","Dick Szymanski","56.75"
"6654","Marion Game","56.75"
"7009","Osmar Milito","56.75"
"8094","Ron Hassey","56.75"
"9222","Frederico Pisani","56.75"
"8647","Don Bramlett","56.75"
"8656","Ric Eaton","56.75"
"3746","Nat Allbright","56.75"
"4968","Helon Blount","56.75"
"5300","Fred Benners","56.75"
"5823","Runa Førde","56.75"
"5849","Buddy Turman","56.75"
"5892","McNeil Moore","56.75"
"5900","Sue Hardesty","56.75"
"5946","Ron Clinkscale","56.75"
"6110","Neal Malicky","56.75"
"6158","Reidar Webster","56.75"
"6274","John Symank","56.75"
"6321","Hogan Wharton","56.75"
"6527","Ray Oyler","56.75"
"6838","Richard Maloof","56.75"
"3378","Claude Frikart","56.75"
"1743","Jewell Young","56.75"
"2579","Bill Butland","56.75"
"2886","Storm Willads Weinholdt","56.75"
"3348","Travis Ward","56.75"
"2474","Al Gettel","56.75"
"1486","Edith Skouras","56.75"
"1970","Odd Øyen","56.75"
"377","Tor Skjønsberg","56.75"
"79","Gunnar Høst","56.75"
"209","Kees Van Steenis","56.75"
"310","Émile Buisson","56.75"
"485","Robert Marichal","56.75"
"551","Ludwig Rellstab","56.75"
"874","Maurice Novarina","56.75"
"1295","Paul Guth","56.75"
"1607","Simone Genevois","56.75"
"1622","Jeff York","56.75"
"2242","James Henry Binger","56.75"
"2300","Mercedes Salisachs","56.75"
"2321","Wolf Kaiser","56.75"
"2387","Marian Bernaciak","56.75"
"3027","Jean-Pierre Gredy","56.75"
"3298","Charles S. Whitehouse","56.75"
"3929","Frederick Sontag","56.75"
"4642","Bonnie Nettles","56.75"
"4697","Bernard Bartzen","56.75"
"5831","Tim Rathbone","56.75"
"5935","Pedro Cervantes","56.75"
"5459","Benito Martinez","56.67"
"4581","Clint Walker","56.50"
"8715","Penelope Ann Miller","56.50"
"5735","Gene Schwinger","56.50"
"5902","Mimi Hines","56.50"
"6103","Jody McCrea","56.50"
"6469","Claudia Giannotti","56.50"
"7099","Benoit Dauga","56.50"
"8986","Sébastien Demorand","56.50"
"6161","Dalva Allen","56.50"
"3339","Mary Blagg Huey","56.50"
"4702","John Helwig","56.50"
"4879","Bill Sylvester","56.50"
"5236","Dan Foster","56.50"
"5416","Ray Semproch","56.50"
"5596","Billy Hooper","56.50"
"5684","Charlie Rabe","56.50"
"5984","Frank Jr. Murphy","56.50"
"6099","Bill Cochran","56.50"
"6175","Ketil Børde","56.50"
"6212","William Jensen","56.50"
"6293","Larry Hickman","56.50"
"6309","Mike Mercer","56.50"
"6628","Ron Horn","56.50"
"6757","Amos Marsh","56.50"
"7162","Gary Lane","56.50"
"7540","Mike Butler","56.50"
"7582","Bill Stein","56.50"
"3739","Malcolm Sebastian","56.50"
"3421","Howie Livingston","56.50"
"2268","Eddie Rucinski","56.50"
"2806","Lillian Luckey","56.50"
"2880","Odd Gøthe","56.50"
"2035","Kent Ryan","56.50"
"962","Ellisiv Steen","56.50"
"1029","Louis L. Merz","56.50"
"1208","Bernt Heiberg","56.50"
"825","Günther Schwerkolt","56.50"
"690","Simone Vaudry","56.50"
"474","Herbert Lippschitz","56.50"
"78","Rose Repetto","56.50"
"336","Marcel Bidot","56.50"
"441","Hilde Radusch","56.50"
"994","John Paton Jr. Davies","56.50"
"1052","Annie Ducaux","56.50"
"1260","Ninì Pietrasanta","56.50"
"1479","Torolf Elster","56.50"
"1708","Shiro Kashiwa","56.50"
"1806","Prince of Bavaria Ludwig","56.50"
"2447","Bernard Rapoport","56.50"
"3201","Harry Schell","56.50"
"3534","John McGreevey","56.50"
"3535","Duchess of Hohenberg Elisabeth","56.50"
"3574","Tom Clausen","56.50"
"3729","Elisabeth Schweigaard Selmer","56.50"
"3908","Robert W. Tucker","56.50"
"4484","Vic Bubas","56.33"
"5611","Henry Cuesta","56.25"
"6463","Maryan Wisniewski","56.25"
"7187","Angelique Pettyjohn","56.25"
"7616","Ben Masters","56.25"
"8091","Denia Mazzola","56.25"
"8139","Carlos Neder","56.25"
"8208","Rob Lytle","56.25"
"9055","Dan Howe","56.25"
"5159","Gordon Willden","56.25"
"5689","Gene Mitcham","56.25"
"5793","Ralph Wayne","56.25"
"5808","Bobby Durnbaugh","56.25"
"6267","Winston Register","56.25"
"6568","Carl Bertelsen","56.25"
"7012","Jim Lewis","56.25"
"7654","Bill Gilbreth","56.25"
"7659","Jim Todd","56.25"
"2774","Ray H. French","56.25"
"1930","Oliver Steigan","56.25"
"1445","André Saeys","56.25"
"672","Chrix Dahl","56.25"
"734","Howard S. Bargreen","56.25"
"177","Otto Maier","56.25"
"536","Emilio Servadio","56.25"
"1084","Synnøve Anker Aurdal","56.25"
"1602","Roberta McCain","56.25"
"1682","Don Lash","56.25"
"2422","Fred J. Ascani","56.25"
"2433","Gabriele De Rosa","56.25"
"2860","Jacques Senard","56.25"
"3003","Larry Jansen","56.25"
"3569","Georges Thinès","56.25"
"4998","Joseph Hardy","56.25"
"5077","Jacqueline Harpman","56.25"
"5280","Erik Alfsen","56.25"
"6318","Toni Santagata","56.25"
"7932","Art Sullivan","56.25"
"6243","Ken Kercheval","56.00"
"4838","Laurence Badie","56.00"
"5598","Jacqueline Danno","56.00"
"6816","Campos Machado","56.00"
"5719","Kenneth L. Jr. Peek","56.00"
"9287","Joey Martinez","56.00"
"3606","Rita Quigley","56.00"
"5173","Vern McGrew","56.00"
"5411","Maurice Ealum","56.00"
"6676","Ken Adamson","56.00"
"7264","Floyd Hudlow","56.00"
"7627","Ron Richard","56.00"
"2949","Edmund Ree","56.00"
"1827","Don Elser","56.00"
"1120","H. J. Ward","56.00"
"307","Archduchess of Austria Assunta","56.00"
"409","Bunny Breckinridge","56.00"
"580","Miguel Zacarias","56.00"
"868","Paul Klinger","56.00"
"1087","Clarence Long","56.00"
"1142","Rodney Collin","56.00"
"1495","Nils Alstrup Dahl","56.00"
"1624","Willy van Hemert","56.00"
"1707","Jon Lennart Mjøen","56.00"
"1834","Dorothy Comingore","56.00"
"1853","Evelyn Venable","56.00"
"1890","Bob Hite","56.00"
"2316","Andrea Checchi","56.00"
"2440","Jimmie W. Monteith","56.00"
"3110","Howard Unruh","56.00"
"5003","Antonietta Stella","56.00"
"5047","John Irwin","56.00"
"5561","Gerardo Bianco","56.00"
"5645","Andrew Jr. Jacobs","56.00"
"5844","Lindon Crow","56.00"
"6049","Germano Mathias","56.00"
"6089","Carl A. Parker","56.00"
"6385","Charles Burles","56.00"
"6432","Jack Baldschun","56.00"
"6900","Christopher Bernau","55.75"
"7699","Ron Jessie","55.75"
"8016","Candice Rialson","55.75"
"8466","Pat Porter","55.75"
"9422","David di Tommaso","55.75"
"10277","Hayley Okines","55.75"
"3841","June Carlson","55.75"
"5926","Johnny Pyeatt","55.75"
"6342","Bob Whitlow","55.75"
"6391","John Guzik","55.75"
"6843","Dick Burwell","55.75"
"3501","Joe Magliolo","55.75"
"2329","Irvin Kipper","55.75"
"1096","Karl Berg","55.75"
"1339","Frank Christensen","55.75"
"1441","Yank Terry","55.75"
"1477","Randi Brænne","55.75"
"1016","Edward E. Holloway","55.75"
"69","Knut Rød","55.75"
"11","Carroll Righter","55.75"
"468","Lucile Randon","55.75"
"556","João Pozzobon","55.75"
"832","Oskar Rudolf Schlag","55.75"
"1230","Robert Beatty","55.75"
"1396","Aurélie Nemours","55.75"
"1675","Henry Jones","55.75"
"2091","George Switzer","55.75"
"3692","Samuel Steinmann","55.75"
"3808","Roger Marche","55.75"
"4322","Tom K. Ryan","55.75"
"4520","Roger Walkowiak","55.75"
"4728","Lloyd Ruby","55.75"
"6780","Irv Cross","55.75"
"6913","Roderick Wright","55.75"
"7909","Candice Earley","55.50"
"9396","Jocelyn Quivrin","55.50"
"7275","Randy Minniear","55.50"
"3242","Jack Cox","55.50"
"2169","Vince Oliver","55.50"
"980","Roland Varno","55.50"
"158","Sigrun Berg","55.50"
"84","Cornelia Schröder-Auerbach","55.50"
"453","Maria Weigert Brendel","55.50"
"482","Brunolf Baade","55.50"
"794","Jules Ladoumegue","55.50"
"795","Wallace Carroll","55.50"
"1313","Harold J. Gibbons","55.50"
"2038","Ester de Figueiredo Ferraz","55.50"
"2261","Alex Dreier","55.50"
"2444","Lawrence Marcus","55.50"
"2537","Joseph W. Barr","55.50"
"2565","James N. Morgan","55.50"
"3344","Jorge Rossi Chavarría","55.50"
"3846","Chuck Harmon","55.50"
"5377","Emilio Sr. Nicolas","55.50"
"6171","Tom Reamy","55.50"
"4111","Gloria DeHaven","55.25"
"5728","Gaudenzio Bernasconi","55.25"
"8788","Mariann Mayberry","55.25"
"6810","Joe John","55.25"
"6911","Dennis Biodrowski","55.25"
"7386","Dave Bakenhaster","55.25"
"7925","Terry Enyart","55.25"
"2697","Ba Børresen","55.25"
"2826","Marion Pugh","55.25"
"2959","Price Brookfield","55.25"
"3030","Mel Bleeker","55.25"
"3316","Howard Maley","55.25"
"2354","Jim Hilgemann","55.25"
"3058","Jack Bear","55.25"
"1107","Lauritz Dorenfeldt","55.25"
"425","Hans Finne-Grønn","55.25"
"723","Rudolf Wolke","55.25"
"97","Princess consort of Monaco Ghislaine","55.25"
"157","Axel Strøm","55.25"
"383","Willy Schneider","55.25"
"511","Émile Hugot","55.25"
"981","Jacques Bingen","55.25"
"1314","James Hugh Joseph Tate","55.25"
"2011","Lorene Rogers","55.25"
"2052","Marius Maziers","55.25"
"2506","Carol C. Laise","55.25"
"3598","Alberto Isaac","55.25"
"4300","William H. Gleysteen","55.25"
"4428","Paul Salata","55.25"
"4586","Sergio Ricossa","55.25"
"4947","Hélène Martin","55.25"
"4991","Queta Lavat","55.25"
"5051","Hugo Raes","55.25"
"5181","Renzo Palmer","55.25"
"5463","Renata Pallottini","55.25"
"6053","Nicole Berger","55.25"
"7689","Jean-Pierre Descombes","55.25"
"9018","Corey Maclin","55.00"
"9443","Valentina Giovagnini","55.00"
"3232","Blean Calkins","55.00"
"1071","Delila Abbott","55.00"
"774","Alan Strange","55.00"
"529","Henry Johansen","55.00"
"412","Loki Bruckman","55.00"
"170","Suzy Vernon","55.00"
"248","Elio Migliorini","55.00"
"354","Guillermo Subiabre","55.00"
"719","Mauricio Magdaleno","55.00"
"1017","Abe Feder","55.00"
"1616","Leopold Flam","55.00"
"1848","Carrie Allen McCray","55.00"
"2138","Charles Black","55.00"
"2192","Rudy Larriva","55.00"
"2567","Fritz Thiedemann","55.00"
"2855","Quentin II Roosevelt","55.00"
"3078","George Andrew Jr. Davis","55.00"
"3136","Léopold Reichling","55.00"
"3717","Robert Guestier Goelet","55.00"
"4571","Ray Katt","55.00"
"4690","Fernando Torres","55.00"
"4925","Ray Wietecha","55.00"
"5306","Cliff Livingston","55.00"
"5311","Elsa Lystad","55.00"
"6812","Jean Bergougnoux","55.00"
"2816","Tom Ray","54.75"
"1250","Arne Thomas Olsen","54.75"
"593","Herman V. Wall","54.75"
"235","Max Wagner","54.75"
"400","Antonio Rostagni","54.75"
"466","Walter Gross","54.75"
"1104","Colette Béatrice Aboulker-Muscat","54.75"
"1263","Charles Douglass","54.75"
"2250","Archduke of Austria Felix","54.75"
"2363","Eivind Erichsen","54.75"
"2502","James Lawton Jr. Collins","54.75"
"4192","Francisco Luna Kan","54.75"
"5021","Elspet Gray","54.75"
"5302","Claude Simonet","54.75"
"5342","Pete Brewster","54.75"
"6322","Jim Shofner","54.75"
"6413","Attilio Labis","54.75"
"3823","Lois Andrews","54.67"
"8432","Dean Prater","54.50"
"2802","Wig Pearcy","54.50"
"494","Carl Viggo Lange","54.50"
"1270","Chris Bruusgaard","54.50"
"411","John North","54.50"
"118","Marianne Oswald","54.50"
"166","Anton Jervell","54.50"
"240","Arlette Marchal","54.50"
"309","Blanche Montel","54.50"
"1318","Andrew Graham Gilchrist","54.50"
"1648","Erich Rudolf Bagge","54.50"
"2231","Helen Burgess","54.50"
"2429","Víctor Junco","54.50"
"2820","Luis Olmo","54.50"
"2852","Louis Edward Curdes","54.50"
"3173","Harry Jr. Carey","54.50"
"3961","Jacques Ertaud","54.50"
"4629","Melvin F. Stute","54.50"
"4669","Renzo Burini","54.50"
"5664","Wes Santee","54.50"
"6769","Cecilia Gatto Trocchi","54.50"
"6776","Warwick Hutton","54.50"
"7159","Daniel Revenu","54.50"
"9100","Luisa Revilla","54.50"
"951","Stephan Tschudi","54.25"
"1136","Victor Dauer","54.25"
"720","Herbert Schlüter","54.25"
"86","Oscar Nitzchke","54.25"
"447","Marie-Louise Giraud","54.25"
"548","William Kininmonth","54.25"
"739","Roger Duchesne","54.25"
"1223","Charles Francis Sweeny","54.25"
"1285","Forsyth Hardy","54.25"
"1572","Robert Marchand","54.25"
"2164","Robert Fabre","54.25"
"2735","Eddie Johnson","54.25"
"3112","Richard S. Cowan","54.25"
"3207","Marcella Pobbe","54.25"
"3256","Bud Palmer","54.25"
"3532","David Tallichet","54.25"
"3784","Helen Vanni","54.25"
"3822","Peter F. Hjort","54.25"
"3875","Sonia Darrin","54.25"
"4171","John Altoon","54.25"
"4240","Albert Saijo","54.25"
"5285","Paul Cootner","54.25"
"5370","William Eugene Evans","54.25"
"5617","Michel Bernard","54.25"
"5920","William Leo Higi","54.25"
"8972","Rodrigo Raineri","54.25"
"1344","Robert Cummings","54.00"
"1711","Thore Boye","54.00"
"627","Hans Albin","54.00"
"460","Bernhard Fischer-Schweder","54.00"
"486","Hubert Hoffmann","54.00"
"929","Pierre Grégoire","54.00"
"991","Sydney Boehm","54.00"
"1309","Richard Irvine","54.00"
"1556","Guadalupe Dueñas","54.00"
"1786","Richard Nibley","54.00"
"1791","Lolo Fernández","54.00"
"1824","Sofía Bassi","54.00"
"1845","Sidney Dancoff","54.00"
"2016","Erich Bärenfänger","54.00"
"2534","Eugene M. Locke","54.00"
"2762","Mason Andrews","54.00"
"3052","Jacqueline Mazéas","54.00"
"3132","Glenn Olds","54.00"
"3142","George Crowe","54.00"
"3284","Manny Ayulo","54.00"
"3345","Gregory Wolfe","54.00"
"3620","Sigrid Christie","54.00"
"3779","Dick Tuck","54.00"
"3880","Cynthia Brants","54.00"
"3901","Robert Adair","54.00"
"4214","Roger Guérin","54.00"
"4392","Dennis Murphy","54.00"
"4974","Xavier Dor","54.00"
"5113","Princess of Ligne Alix","54.00"
"5128","Eleanor Sanger","54.00"
"6532","Kent C. Nelson","54.00"
"1509","Althea Henley","53.75"
"1055","John C. McBride","53.75"
"242","Astrid Bugge","53.75"
"8","René Pellos","53.75"
"834","Marcel Grégoire","53.75"
"925","Kolbjørn Rød","53.75"
"1265","Robert C. Zimmerman","53.75"
"1789","O. A. Bushnell","53.75"
"2057","Hervé-Marie Le Cléac'h","53.75"
"2351","Ørnulf Gulbransen","53.75"
"2392","Bill Colvig","53.75"
"2890","Kennedy M. Crockett","53.75"
"3002","Eldon Rudd","53.75"
"3022","Henry Lafont","53.75"
"3065","Ruthe Jackson","53.75"
"3274","Ross Lomanitz","53.75"
"3492","Michel Lemoine","53.75"
"3797","Gino Pistoni","53.75"
"4729","Robert Madden Hill","53.75"
"5078","Jimmy Carruthers","53.75"
"5492","Pierre Vernier","53.75"
"6172","Jerry Tubbs","53.75"
"6655","Maxie Baughan","53.75"
"6977","Sammy Ellis","53.75"
"9011","Luca Giustolisi","53.50"
"9498","Brian Simnjanovski","53.50"
"692","Fred Miller","53.50"
"1430","Oliver Carter","53.50"
"877","Joe Cascarella","53.50"
"408","Ørn Klingenberg","53.50"
"121","Carl Fredrik Lühr","53.50"
"294","Thea Tewi","53.50"
"390","Ferdinand Strøm","53.50"
"156","Theodor Rosenhauer","53.50"
"244","Crash Corrigan","53.50"
"481","Margarethe von Oven","53.50"
"510","Aase Bye","53.50"
"583","Francesco Rodolico","53.50"
"1627","Jeanine Moulin","53.50"
"1976","William Brandon","53.50"
"2093","Nerio Nesi","53.50"
"2686","Robert Stewart","53.50"
"3612","Russell E. Dickenson","53.50"
"3866","T. Cooper Evans","53.50"
"4486","Flaviano Labo","53.50"
"5290","Rip Hawk","53.50"
"5528","Charles Victor Grahmann","53.50"
"6419","George Lovelace","53.33"
"9814","Amy Dombroski","53.25"
"913","Elisabeth Gording","53.25"
"1748","Stew Hofferth","53.25"
"320","Suzy Pierson","53.25"
"187","Hugo Gunckel Lüer","53.25"
"284","Herta Gotthelf","53.25"
